MSN,YYYY,MM,Value,Column_Order,Description,Unit
RETCBUS,1973,6,0.377232,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,7,0.367325,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,8,0.353757,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,9,0.307006,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,10,0.323453,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,11,0.337817,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,12,0.406694,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1973,13,4.410938,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,1,0.437467,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,2,0.399942,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,3,0.423474,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,4,0.422323,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,5,0.427657,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,6,0.409281,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,7,0.409719,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,8,0.386101,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,9,0.35391,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,10,0.343703,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,11,0.351633,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,12,0.376642,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1974,13,4.741852,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,1,0.392756,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,2,0.368278,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,3,0.42349,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,4,0.405368,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,5,0.421283,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,6,0.411622,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,7,0.398459,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,8,0.36823,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,9,0.341957,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,10,0.368786,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,11,0.383196,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,12,0.403696,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1975,13,4.68712,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,1,0.421775,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,2,0.396173,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,3,0.427044,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,4,0.396931,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,5,0.415728,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,6,0.411555,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,7,0.421425,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,8,0.398129,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,9,0.356984,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,10,0.369186,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,11,0.351386,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,12,0.360834,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1976,13,4.727151,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,1,0.378521,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,2,0.304328,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,3,0.368966,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,4,0.351301,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,5,0.356923,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,6,0.336485,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,7,0.336903,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,8,0.335881,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,9,0.328075,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,10,0.341368,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,11,0.370168,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,12,0.400048,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1977,13,4.208966,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,1,0.438983,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,2,0.391866,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,3,0.433459,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,4,0.434379,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,5,0.475883,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,6,0.432628,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,7,0.431461,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,8,0.408417,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,9,0.392287,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,10,0.379436,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,11,0.379078,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,12,0.407564,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1978,13,5.00544,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,1,0.447796,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,2,0.390487,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,3,0.457799,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,4,0.445932,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,5,0.48908,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,6,0.441683,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,7,0.424513,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,8,0.40921,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,9,0.378903,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,10,0.397602,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,11,0.41474,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,12,0.425109,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1979,13,5.122854,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,1,0.478943,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,2,0.424298,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,3,0.469134,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,4,0.477356,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,5,0.517456,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,6,0.497768,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,7,0.471331,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,8,0.429358,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,9,0.401712,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,10,0.402564,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,11,0.409876,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,12,0.448546,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1980,13,5.428342,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,1,0.462381,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,2,0.427043,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,3,0.443808,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,4,0.43802,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,5,0.480423,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,6,0.496995,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,7,0.491304,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,8,0.454028,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,9,0.40722,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,10,0.416966,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,11,0.418476,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,12,0.477024,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1981,13,5.413688,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,1,0.51444,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,2,0.489624,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,3,0.544724,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,4,0.517128,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,5,0.525795,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,6,0.518974,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,7,0.519267,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,8,0.483203,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,9,0.433748,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,10,0.439874,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,11,0.46993,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,12,0.52293,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1982,13,5.979637,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,1,0.562279,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,2,0.523276,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,3,0.572853,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,4,0.561458,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,5,0.581741,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,6,0.569493,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,7,0.550993,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,8,0.528288,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,9,0.476173,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,10,0.474251,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,11,0.507035,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,12,0.587773,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1983,13,6.495612,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,1,0.570081,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,2,0.535239,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,3,0.57904,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,4,0.566019,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,5,0.593504,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,6,0.553321,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,7,0.547618,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,8,0.524053,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,9,0.47091,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,10,0.47962,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,11,0.48611,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,12,0.532347,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1984,13,6.437864,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,1,0.555205,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,2,0.511838,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,3,0.525002,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,4,0.512937,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,5,0.542968,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,6,0.50733,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,7,0.489577,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,8,0.475912,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,9,0.454274,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,10,0.475406,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,11,0.499606,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,12,0.53396,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1985,13,6.084017,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,1,0.486064,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,2,0.479122,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,3,0.558538,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,4,0.539897,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,5,0.545072,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,6,0.527412,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,7,0.513292,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,8,0.482847,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,9,0.472114,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,10,0.482113,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,11,0.492321,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,12,0.532346,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1986,13,6.11114,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,1,0.521265,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,2,0.452878,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,3,0.498782,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,4,0.477656,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,5,0.509032,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,6,0.466873,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,7,0.467691,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,8,0.448986,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,9,0.437201,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,10,0.442655,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,11,0.423208,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,12,0.47558,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1987,13,5.621807,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,1,0.495132,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,2,0.446663,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,3,0.469098,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,4,0.455993,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,5,0.486212,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,6,0.453891,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,7,0.442602,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,8,0.437214,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,9,0.426312,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,10,0.422602,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,11,0.448903,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,12,0.472132,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1988,13,5.456754,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,1,0.509147,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,2,0.461435,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,3,0.532715,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,4,0.530097,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,5,0.562701,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,6,0.546136,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,7,0.525098,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,8,0.513154,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,9,0.487949,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,10,0.51106,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,11,0.521324,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,12,0.533841,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1989,13,6.234658,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,1,0.511272,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,2,0.508361,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,3,0.567935,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,4,0.53043,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,5,0.525673,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,6,0.503363,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,7,0.499495,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,8,0.497455,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,9,0.447349,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,10,0.460199,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,11,0.459565,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,12,0.528927,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1990,13,6.040024,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,1,0.569477,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,2,0.465116,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,3,0.519109,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,4,0.492912,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,5,0.540589,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,6,0.513638,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,7,0.499535,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,8,0.512229,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,9,0.491722,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,10,0.467135,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,11,0.467743,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,12,0.528581,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1991,13,6.067785,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,1,0.535605,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,2,0.449194,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,3,0.482783,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,4,0.445954,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,5,0.455238,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,6,0.497881,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,7,0.486977,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,8,0.49144,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,9,0.458262,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,10,0.472679,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,11,0.498631,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,12,0.545912,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1992,13,5.820556,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,1,0.563873,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,2,0.477729,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,3,0.543535,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,4,0.526703,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,5,0.5361,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,6,0.506206,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,7,0.491493,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,8,0.501475,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,9,0.462234,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,10,0.468916,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,11,0.483797,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,12,0.519574,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1993,13,6.081635,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,1,0.546991,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,2,0.4752,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,3,0.530779,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,4,0.516487,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,5,0.494384,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,6,0.496828,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,7,0.537964,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,8,0.484576,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,9,0.43061,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,10,0.477802,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,11,0.482584,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,12,0.512936,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1994,13,5.987142,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,1,0.515416,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,2,0.477658,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,3,0.550608,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,4,0.536245,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,5,0.532008,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,6,0.561169,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,7,0.600264,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,8,0.58033,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,9,0.499535,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,10,0.560886,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,11,0.559122,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,12,0.586126,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1995,13,6.559369,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,1,0.607654,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,2,0.572903,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,3,0.628612,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,4,0.55612,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,5,0.595776,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,6,0.608158,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,7,0.610002,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,8,0.594957,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,9,0.512561,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,10,0.567218,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,11,0.561213,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,12,0.597218,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1996,13,7.012394,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,1,0.629125,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,2,0.563437,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,3,0.628713,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,4,0.603645,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,5,0.640218,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,6,0.607075,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,7,0.611058,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,8,0.567063,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,9,0.512467,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,10,0.582309,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,11,0.526708,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,12,0.542305,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1997,13,7.014122,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,1,0.591094,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,2,0.535207,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,3,0.586497,11,Total Renewable Energy Consumption,Quadrillion Btu
RETCBUS,1998,4,0.548687,11,Total Renewable Energy Consumption,Quadrillion Btu
